,target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank
2230,C#Cc1cccc(-c2nc(CCC)nn2C)c1.Ic1ccc(I)cc1,C#CC=CC=CCc1nc(CCC)nn1C.Ic1ccc(I)cc1,C#Cc1ccc(I)cc1.CCCc1nc(-c2cccc(Br)c2)n(C)n1,C#Cc1ccc(I)cc1.CCCc1nc(-c2cccc(I)c2)n(C)n1,C#Cc1cccc(I)c1.CCCc1nc(-c2cccc(I)c2)n(C)n1,C#CC=CC=CCC#N.CCCc1nc(-c2cccc(Br)c2)n(C)n1,0
2231,N[C@H]1CCC[C@@H]1Nc1cnc(C(F)(F)F)cn1.O=C(O)c1cc(Cl)ccc1-n1cccn1,N[C@H]1CCC[C@@H]1Nc1cnc(C(F)(F)F)cn1.O=C(O)c1cc(Cl)ccc1-n1cccn1,O=C(N[C@H]1CCC[C@@H]1Nc1cnc(C(F)(F)F)cn1)c1cc(Cl)ccc1F.c1cn[nH]c1,CCOC(=O)c1cc(Cl)ccc1-n1cccn1.N[C@H]1CCC[C@@H]1Nc1cnc(C(F)(F)F)cn1,COC(=O)c1cc(Cl)ccc1-n1cccn1.N[C@H]1CCC[C@@H]1Nc1cnc(C(F)(F)F)cn1,N[C@H]1CCC[C@@H]1Nc1cnc(C(F)(F)F)cn1.O=C(Cl)c1cc(Cl)ccc1-n1cccn1,1
2232,CCOC(=O)/C=C/c1cc(OC)ncc1C(=O)OC,CCOC(=O)/C=C/c1cc(OC)ncc1C(=O)OC,CCOC(=O)C=Cc1cc(OC)ncc1C(=O)OC,C=CCC(=O)OCC.COC(=O)c1cnc(OC)cc1Br,CCOC(=O)/C=C\c1cc(OC)ncc1C(=O)OC,CCOC(=O)CCc1cc(OC)ncc1C(=O)OC,1
2233,COC(=O)Cc1csc2cc(OCc3ccc(C(F)(F)F)nc3C)cc(C)c12,COC(=O)Cc1cscc2c(OCc3ccc(C(F)(F)F)nc3C)cc(C)c1-2,CCOC(=O)Cc1cscc2c(OCc3ccc(C(F)(F)F)nc3C)cc(C)c1-2,COC(=O)Cc1csc2cc(OCc3ccc(C(F)(F)F)nc3C)cc(C)c12,CCOC(=O)Cc1csc2cc(OCc3ccc(C(F)(F)F)nc3C)cc(C)c12,COC(=O)CC=c1scc2c1=C(C)C=C2OCc1ccc(C(F)(F)F)nc1C,3
2234,C=CCO[C@@](C)(C=C)CO.O=C(Cl)c1ccccc1,C=CCO[C@@](C)(C=C)CO.O=C(Cl)c1ccccc1,C=CCBr.C=CCO[C@@](C)(C=C)CO,C=CCO[C@@](C)(C=O)CO.O=C(Cl)c1ccccc1,C=CCCl.C=CCO[C@@](C)(C=C)CO,C=CCBr.C=CCO[C@@](C)(O)c1ccccc1,1
2235,O=C(CBr)Nc1ccc(-c2nc3cc(Cl)ccc3o2)cc1.Oc1cccc(F)c1,Nc1ccc(-c2nc3cc(Cl)ccc3o2)cc1.O=C(O)COc1cccc(F)c1,Nc1ccc(-c2nc3cc(Cl)ccc3o2)cc1.O=C(Cl)COc1cccc(F)c1,COC(=O)COc1cccc(F)c1.Nc1ccc(-c2nc3cc(Cl)ccc3o2)cc1,Nc1ccc(-c2nc3cc(Cl)ccc3o2)cc1.O=C(CCl)COc1cccc(F)c1,O=C(CCl)Nc1ccc(-c2nc3cc(Cl)ccc3o2)cc1.Oc1cccc(F)c1,0
2236,C=CCBr.CCOC(=O)c1c(C(F)(F)F)nc(C(F)(F)F)c(C)c1O,C=CCO.CCOC(=O)c1c(C(F)(F)F)nc(C(F)(F)F)c(F)c1O,C=CCO.CCOC(=O)c1c(C(F)(F)F)nc(C(F)(F)F)c(C)c1O,C=CCO.CCOC(=O)C=C(N=C(C(F)=CO)C(F)(F)F)C(F)(F)F,C=CC[O-].CCOC(=O)c1c(C(F)(F)F)nc(C(F)(F)F)c(F)c1O,C=CCO.CCOC(=O)C=C(N=C(C(C)=CO)C(F)(F)F)C(F)(F)F,0
2237,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)O)CC2)nc1CN1CCCC1=O.NS(=O)(=O)Cc1ccc(SC(F)(F)F)cc1,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)O)CC2)nc1CN1CCCC1=O.NS(=O)(=O)Cc1ccc(SC(F)(F)F)cc1,CCOC(=O)C=C1C(CN2CCCC2=O)=NC(N2CCC(C(=O)O)CC2)=C1C#N.NS(=O)(=O)Cc1ccc(SC(F)(F)F)cc1,CCOC(=O)C=CC(C#N)=C(N=CCN1CCCC1=O)N1CCC(C(=O)O)CC1.NS(=O)(=O)Cc1ccc(SC(F)(F)F)cc1,CCO.N#Cc1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(SC(F)(F)F)cc3)CC2)nc1CN1CCCC1=O,CCO.Cc1nc(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(SC(F)(F)F)cc3)CC2)nc(C#N)c1C(=O)O,1
2238,Nc1cnc(Br)cn1.OB(O)c1ccc(Cl)c(OCc2ccccc2)c1F,CC1(C)OB(c2ccc(Cl)c(OCc3ccccc3)c2F)OC1(C)C.Nc1cnc(Br)cn1,Nc1cnc(Br)cn1.OB(O)c1ccc(Cl)c(OCc2ccccc2)c1F,Fc1c(Br)ccc(Cl)c1OCc1ccccc1.Nc1cnc(B(O)O)cn1,Fc1c(Br)cc(Cl)cc1OCc1ccccc1.Nc1cnc(B(O)O)cn1,Fc1c(Br)cc(Cl)cc1OCc1ccccc1.Nc1cnc(Br)cn1,2
2239,O=C(O)c1ccc(Br)nc1.[NH3+]CC(=O)N1CCN(c2ccc(OCc3ccccc3)cc2)CC1,NCC(=O)N1CCN(c2ccc(OCc3ccccc3)cc2)CC1.O=C(O)c1ccc(Br)nc1,NCC(=O)N1CCN(c2ccc(OCc3ccccc3)cc2)CC1.O=C(Cl)c1ccc(Br)nc1,O=C(O)CNC(=O)c1ccc(Br)nc1.c1ccc(COc2ccc(N3CCNCC3)cc2)cc1,Clc1ccc(OCc2ccccc2)cc1.O=C(NCC(=O)N1CCNCC1)c1ccc(Br)nc1,O=C(CCl)N1CCN(c2ccc(OCc3ccccc3)cc2)CC1.O=C(O)c1ccc(Br)nc1,0
2240,C#Cc1csc2cccc(OC)c12.O=C(O)c1ccc(I)cc1,C#Cc1csc2cccc(OC)c12.O=C(O)c1ccc(I)cc1,CCOC(=O)C=CC=C(C)C#Cc1csccccc(OC)c1C,COC(=O)C=CC=C(C)C#Cc1csccccc(OC)c1C,CCOC(=O)C=C1C=C(C#Cc2csccccc(OC)c2C)C1,COC(=O)C=C1C=C(C#Cc2csccccc(OC)c2C)C1,1
2241,CCOC(CN)OCC.O=C(O)c1ccncc1Nc1ccc(I)cc1F,CCOC(CN)OCC.O=C(O)c1ccncc1Nc1ccc(I)cc1F,CCOC(CN)OCC.COC(=O)c1ccncc1Nc1ccc(I)cc1F,CCOC(=O)c1ccncc1Nc1ccc(I)cc1F.CCOC(CN)OCC,CCOC(C[NH3+])OCC.O=C(O)c1ccncc1Nc1ccc(I)cc1F,CCOC(CN)OCC.CN=CC=C1C(Br)CNC(=O)C1Nc1ccc(I)cc1F,1
2242,COC(=O)/C=C(\C)NC(C)=O,CC(=O)OC(C)=O.COC(=O)C[C@H](C)N,CC(=O)Cl.COC(=O)C[C@H](C)N,CC(=O)O.COC(=O)C[C@H](C)N,CC=O.COC(=O)C[C@H](C)N,CCOC(=O)Cl.COC(=O)C[C@H](C)N,0
2243,COC(=O)CCNC(=O)c1ccc2c(c1)nc(-c1ccc(C#N)cc1)n2CCCN,COC(=O)CCNC(=O)c1ccc2c(c1)nc(-c1ccc(C#N)cc1)n2CCCN,COC(=O)CCNC(=O)c1ccc2c(c1)nc(-c1ccc(CNC(=O)OC(C)(C)C)cc1)n2CCCN,COC(=O)CCNC(=O)c1ccc2c(c1)nc(-c1ccc(C#N)cc1)n2CCCNC(=O)OC(C)(C)C,C#COC(=CC=CC(=Nc1cccc(C(=O)NCCC(=O)OC)c1)PNCCCN)CN1Cc2ccccc2C1=O,COC(=O)CCNC(=O)c1cccc(N=C(CCCN)c2ccc(CNC(=O)OC(C)(C)C)cc2N)c1,1
2244,CC(C)(C)OCCO.Oc1ccc2[nH]ccc2c1,C=C(C)C.OCCOc1ccc2[nH]ccc2c1,CC(C)(C)OCCBr.Oc1ccc2[nH]ccc2c1,CC(C)(C)OCCO.Oc1ccc2[nH]ccc2c1,CC(C)(C)OCCOCc1ccc(N)c(N)c1.O=C([O-])[O-],C=CC(C)(C)OCCOc1ccc2[nH]ccc2c1,3
2245,Nc1nc(Cl)cc(Oc2ccc3c(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cccc3c2)n1,Nc1nc(Cl)cc(Oc2ccc3c(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cccc3c2)n1,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1cccc2cc(OC3=NNC=NC(Cl)=C3)ccc12,N=C(C=C(Cl)N=CN)Oc1ccc2c(C(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cccc2c1,CC=CC=C(C=CC=COC1=C=NC(N)=NC(Cl)=C1)C(=O)O.Nc1ccc(Cl)c(C(F)(F)F)c1,Nc1nccc(Cl)n1.O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1cccc2cc(O)ccc12,1
2246,COc1cc2c(cc1OC)C(=O)NCC2,COc1cc2c(cc1OC)C(=O)N(Cc1ccccc1)C2,C=NCCOc1cc(OC(=O)O)ccc1OC,COc1cc2c(cc1OC)C(=O)N(C(=O)OC(C)(C)C)C2,COc1cc2c(cc1O)CCN(C(=O)OC(C)(C)C)C2=O,C=NCCOc1cc(SC=O)ccc1OC,0
2247,CCNCCO.O=S1(=O)C(CCCBr)Oc2ccccc2N1c1ccccc1,CCNCCO.O=S1(=O)N(CCCBr)Oc2ccccc2N1c1ccccc1,CCNCCO.O=[SH](=O)N1CCCCOc2ccccc2N(c2ccccc2)C(CBr)C1,CCNCCO.O=S1(=O)N(CCCBr)c2ccccc2N1c1ccccc1,CCNCCO.O=[SH](=O)N(CCCO)c1ccccc1Nc1ccccc1,CCNCCO.O=[SH](=O)N(CCCBr)c1ccccc1Oc1ccccc1,0
2248,COc1ccc(C=O)nc1Br.CS(=O)c1ccc(B(O)O)cc1,COc1ccc(C=O)nc1Br.CSc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,COc1ccc(C=O)nc1Cl.CSc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,C=CC=CC=CCOc1ccc(C=O)nc1C1=C(C=CSC)C=C1.O=C([O-])O,COc1ccc(C=O)nc1-c1ccc(SC)cc1.OO,COc1ccc(C=O)nc1Br.CSc1ccc(B(O)O)cc1,0
2249,CS(=O)(=O)Nc1cc(C(O)CN)ccc1O.O=C1CCN(c2ccc(NS(=O)(=O)c3ccc(CC4SC(=O)NC4=O)cc3)cc2)CC1,CS(=O)(=O)Nc1cc(C(O)CNC2CCN(c3ccc(NS(=O)(=O)c4ccc(CC5SC(=O)NC5=O)cc4)cc3)CC2)ccc1OCc1ccccc1,CS(=O)(=O)Nc1cc(C(O)CNC2CCN(c3ccc(NS(=O)(=O)c4ccc(CC5SC(=O)NC5=O)cc4)cc3)CC2)ccc1OCc1ccco1,CS(=O)(=O)Nc1cc(C(O)CNC2CCN(c3ccc(NS(=O)(=O)c4ccc(CC5SC(=O)NC5=O)cc4)cc3)CC2)ccc1O.O=C(n1ccnc1)n1ccnc1,CS(=O)(=O)Nc1cc(C(O)CNC2CCN(c3ccc(NS(=O)(=O)c4ccc(CC5SC(=O)NC5=O)cc4)cc3)CC2)ccc1OCc1ccccc1OCc1ccccc1,CS(=O)(=O)Nc1cc(C(O)CNC2CCN(c3ccc(NS(=O)(=O)c4ccc(CC5SC(=O)NC5=O)cc4)cc3)CC2)ccc1OCc1ccccc1O,0
2250,CC1=C2C=c3c(cnn3CC(C)N=[N+]=[N-])=C2CC=C1,CN1CCC(c2n[nH]c3ccccc23)CC1.Fc1ccc(Cl)cc1,CN.COc1c(C=O)cccc1Oc1cc(Cl)ccc1C#N,CN1CC(CCCl)Oc2ncccc2C1=S.CNC,N#Cc1cccc(CN2CCc3cc(Cl)ccc32)c1,N#Cc1cc(F)c(Cl)cc1O[C@H](CN=[N+]=[N-])c1ccccc1,0
2251,CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1cc(C)cs1,CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1cc(C)cs1,CCC(CC)(c1ccc(O)c(C)c1)c1cc(C)cs1.Cc1csc(Br)c1,CC(C)(C)C(O)CBr.CCC(CC)(c1ccc(O)c(C)c1)c1cc(C)cs1,CC(C)(C)C=O.CCC(CC)(c1ccc(O)c(C)c1)c1cc(C)cs1,CC(C)(C)C(=O)CBr.CCC(CC)(c1ccc(O)c(C)c1)c1cc(C)cs1,1
2252,CCOC(=O)[C@@H]1CCCC[C@@H]1NC(=O)CC(C)CCl,CCC1CC(=O)C(NC2CCCCC2)C1=O.CCO,CC1CC(=O)C(N2CCCCC2=O)C1.CCO,CCCC(=O)C(NC1CCCCC1)C(=O)O.O=C([O-])O,CCCC(=O)C(NC1CCCCC1)C(=O)O.O=C([O-])O,CCCC(=O)C(NC1CCCCC1)C(=O)O.CCO,0
2253,CC(C)(C)OC(=O)N1C[C@H](O)C[C@H]1C(=O)O.CNC,CC(C)(C)OC(=O)N1C[C@H](O)C[C@H]1C(=O)O.CNC,CN(C)C(=O)[C@@H]1C[C@@H](O[Si](C)(C)C(C)(C)C)CN1C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1C[C@@H](O)C[C@H]1C(=O)O.CNC,CN(C)C(=O)[C@@H]1C[C@@H](O)CN1C(=O)OC(C)(C)C,CN(C)C(=O)[C@@H]1C[C@@H](O)CN1C(=O)OC(C)(C)C,1
2254,Nc1n[nH]c(-c2ccc(F)cc2)c1-c1ccncc1.O=C(O)CC1CCCCC1,Nc1n[nH]c(-c2ccc(F)cc2)c1-c1ccncc1.O=C(Cl)CC1CCCCC1,Nc1n[nH]c(-c2ccc(F)cc2)c1-c1ccncc1.O=C(O)CC1CCCCC1,CCOC(=O)CC1CCCCC1.Nc1n[nH]c(-c2ccc(F)cc2)c1-c1ccncc1,Nc1n[nH]c(-c2ccc(F)cc2)c1-c1ccncc1.O=C(Br)CC1CCCCC1,Nc1n[nH]c(-c2ccc(F)cc2)c1-c1ccncc1.O=C(CC1CCCCC1)OC(=O)C(F)(F)F,2
2255,CC[Sn](Br)(CC)CC.c1cocn1,CC[Sn](CC)(CC)c1ncco1.CS(C)=O,CC[Sn](CC)(CC)c1ncco1.Ic1ncco1,CC[Sn](CC)(CC)c1ncco1.Clc1ncco1,Brc1ncco1.CC[Sn](CC)(CC)CC,Brc1ncco1.CC[Sn](CC)(CC)c1ncco1,0
2256,CNCc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.O=C=Nc1ccc(Cl)cc1,CNCc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.O=C=Nc1ccc(Cl)cc1,COC(=O)CCC(NC(=O)c1cc2ccc1CN(C)C2=O)C(N)=O,C#CC(Cl)=CC=CNC(=O)NCC(=CC(=O)NC(C=O)CCC=O)c1ccccc1.CI,CC(Cl)=CC=C1NC(=O)NC2=C1Cc1cccc2c1C(=O)NC(C)(C=O)CCC=O.CI,COC(=O)CCC(NC(=O)c1ccccc1CN(C)C=O)C(N)=O,1
2257,COc1cc(Cl)cc2c1CCC2,COCOc1cc(Cl)cc2c1CCC2,COc1cc(Cl)cc2c1CCC2,O=C1CCc2c(Cl)cc(O)cc21,O=C1CCc2c(O)cc(Cl)cc21,COCOCOc1cc(Cl)cc2c1CCC2,2
2258,COC(=O)Cc1cccc(OCCN2CCOC3(CCNCC3)C2)c1.COCCOc1nc(N)c2[nH]c(=O)n(Cc3ccc(CCl)cc3)c2n1,COCCOC=NC(N)=C1NC(=O)N(CC=CC=C2C=CC3CN(CCC3CN(CCO)CCOS(C)(=O)=O)C2)C1=N.O=C1CC=CC=CC(OCCBr)CO1,C#CC(=CC=CCN(CCOC)CC1CCN(CCOC2C=CC=CCC(=O)OC2)CC1)CCl.COCCOc1nc(N)c2[nH]c(=O)[nH]c2n1,COCCOC=NC(N)=C1NC(=O)N(CC=CC=C2C=CC3CN(CCC3CN(CCO)CCOS(C)(=O)=O)C2)C1=N.O=C1CC=CC=CC(OCCBr)CO1,CCN(CCOS(C)(=O)=O)CC1CCN2CC(=CC=CCN3C(=N)C(=C(N)N=COCCOC)NC3=O)OC=CC1C2.O=C1CC=CC=CC(OCCBr)CO1,C#Cc1nc(N)nc(C(=O)O)c1NC(=O)NCC(C=C)=CC=CCC(=C)OCCNCCOC1C=CC=CCC(=O)OC1.COCCOc1nc(N)c2[nH]c(=O)[nH]c2n1,0
2259,CC(C)CC(N)c1ccccc1.CCOC(=O)[C@@H]1O[C@H]1C(=O)[O-],CC(C)CC(N)c1ccccc1.CCOC(=O)[C@@H]1O[C@H]1C(=O)O,CC(C)CC(N)c1ccccc1.CCOC(=O)[C@@H]1O[C@H]1C(=O)O,CC(C)CC(Nc1ccccc1)C(N)=O.CCOC(=O)[C@@H]1O[C@H]1C(=O)O,CC(C)CC(Cc1ccccc1)NC(=O)[C@@H]1O[C@H]1C(=O)O.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)CC(Nc1ccccc1)c1ccccc1.CCOC(=O)[C@@H]1O[C@H]1C(=O)O,0
2260,COc1cccc(-c2ccc3c(c2)NC(=O)C3)c1.Cc1[nH]c(C=O)c(C)c1CCC(=O)O,CCNC(C=O)=C(CC)CCC(=O)O.COc1cccc(-c2ccc3c(c2)NC(=O)C3)c1,COc1cccc(-c2ccc3c(c2)NC(=O)C3)c1.Cc1[nH]c(C=O)c(CCC(=O)O)c1C,COc1cccc(-c2ccc3c(c2)NC(=O)C3)c1.Cc1[nH]c(C=O)c(C)c1CCC(=O)O,COc1cccc(-c2ccc3c(c2)NC(=O)C3)c1.Cc1[nH]c(CCC(=O)O)c(C)c1C,COc1cccc(-c2ccc3c(c2)NC(=O)C3)c1.Cc1[nH]c(CCC(=O)O)c(C)c1C=O,3
2261,CCOC(=O)c1c(CC)nc2c(C)cc(C)nn12,CCc1nc2c(C)cc(C)nn2c1C(=O)OC,CCOC(=O)c1c(CC)nc2c(C)cc(C)nn12,CCc1nc2c(C)cc(C)nn2c1C(=O)OCc1ccccc1,CCOC(=O)C=C(C)C=NC(C)=CC(C)=NN,CCc1nc2c(C)cc(C)nn2c1C=O,2
2262,BrCCSc1ccccc1.C[C@@]1(C(F)(F)F)Cn2c(nc(N3CCOCC3)cc2=O)N1,C[C@@]1(C(F)(F)F)Cn2c(nc(N3CCOCC3)cc2=O)N1CCCl.Sc1ccccc1,C[C@@]1(C(F)(F)F)Cn2c(nc(N3CCOCC3)cc2=O)N1CCBr.Sc1ccccc1,C[C@@]1(C(F)(F)F)Cn2c(nc(N3CCOCC3)cc2=O)N1.Sc1ccccc1,BrCCSc1ccccc1.C[C@@]1(C(F)(F)F)Cn2c(nc(N3CCOCC3)cc2=O)N1CCS,C[C@@]1(C(F)(F)F)Cn2c(nc(N3CCOCC3)cc2=O)N1CCS.Clc1ccccc1,0
2263,NC1CC1.O=C1CCCCC1c1ccccc1,NC1CC1.O=C1CCCCC1c1ccccc1,NC1CC1.O=CCCCCc1ccccc1,NC1CC1.O=C1CCCC[C@H]1c1ccccc1,NC1CC1.O=C1CCCC=C1c1ccccc1,NC1CC1.O=C1CCCC[C@@H]1c1ccccc1,1
2264,COc1ccncc1[N+](=O)[O-],O=[N+]([O-])c1cnccc1OCc1ccccc1,COc1ccncc1[N+](=O)[O-],O=[N+]([O-])c1cnccc1Oc1ccccc1,O=Cc1cnccc1[N+](=O)[O-],O=[N+]([O-])c1ccncc1OCc1ccccc1,2
2265,N#Cc1ccc(Cn2cncc2CCNC(=O)[C@@H]2CCCCN2)cc1.O=CC(c1ccccc1)c1ccccc1,N#Cc1ccc(Cn2cncc2CCN)cc1.O=C(O)[C@@H]1CCCCN1CC(c1ccccc1)c1ccccc1,CCc1cncn1CC1=CC(=CC#N)C=CN1.O=C(O)[C@@H]1CCCCN1CC(c1ccccc1)c1ccccc1,CNCCc1cncn1CC1=CC(=CC#N)C1.O=C(O)[C@@H]1CCCCN1CC(c1ccccc1)c1ccccc1,CNCCc1cncn1CC(C)=CC=CC#N.O=C(O)[C@@H]1CCCCN1CC(c1ccccc1)c1ccccc1,N#Cc1ccc(Cn2cncc2CCBr)cc1.O=C1CCCCN(CC(c2ccccc2)c2ccccc2)CNC=NC=CCCN1,0
2266,COc1cc(Br)c(F)cc1-n1c(=O)cnc2cc(S(=O)(=O)Cl)ccc21.Nc1ccon1,COc1cc(Br)c(F)cc1NC(=O)C=Nc1cccc(S(=O)(=O)Cl)c1.Nc1ccon1,COc1cc(Br)c(F)cc1NC(=O)C=Nc1cccc(S(=O)(=O)Cl)c1.Nc1ccon1,COc1cc(Br)c(F)cc1-n1c(=O)cnc2cc(S(=O)(=O)Cl)ccc21.Nc1ccon1,COc1cc(Br)c(F)cc1I.O=c1[nH]c2ccc(S(=O)(=O)Nc3ccon3)cc2[nH]1,CCOC(=O)/C=N/c1cc(S(=O)(=O)Nc2ccon2)ccc1Nc1cc(F)c(Br)cc1OC,3
2267,Cn1cccc1C(=O)O.Nc1cccc(Oc2ccc3nc(NC(=O)C4CC4)nn3c2)c1,Cn1cccc1C(=O)O.Nc1cccc(Oc2ccc3nc(NC(=O)C4CC4)nn3c2)c1,Cn1cccc1C(=O)Cl.Nc1cccc(Oc2ccc3nc(NC(=O)C4CC4)nn3c2)c1,Cn1cccc1C(=O)Nc1cccc(O)c1.Nn1cc(Br)ccc1=NCNC(=O)C1CC1,Cn1cccc1C(=O)Nc1cccc(O)c1.O=C1CCCN2C(N=C3C=CC(Br)=CN32)N1,CC1CC(=O)NC2N=C3C=CC(Br)=CN3N12.Cn1cccc1C(=O)Nc1cccc(O)c1,1
2268,C=CCC(CC=C)OC(=O)c1ccccc1,O=C(Cl)c1ccccc1.OC1CC=CC1,O=C(O)c1ccccc1.OC1CC=CC1,OC(Cl)c1ccccc1.OC1CC=CC1,IC1CC=CC1.O=C(O)c1ccccc1,BrC1CC=CC1.O=C([O-])c1ccccc1,0
2269,CC(=O)NC12CC(OC(C)=O)(C1)C2,CC(=O)OC(C)=O.OC1CCNC1,CC(=O)N1CCC(=O)C1.OC1CCNC1,CC(=O)Cl.OC1CCNC1,CC(=O)Cl.NCCC1CO1,CC(=O)OC(C)=O.NCCC1CO1,0
2270,CCOC(=O)c1cnc(NC(C)C)c(C#N)c1,CCOC(=O)c1cnc(NC(C)C)c(C#N)c1,COC(=O)c1cnc(NC(C)C)c(C#N)c1,CC(C)N.N#Cc1cc(C(=O)O)cnc1Cl,CN(C)C=O.N#Cc1cc(C(=O)O)cnc1Cl,CC(C)N.N#Cc1cc(C(=O)O)cnc1F,1
2271,C=CC(N)=O.CN(C)CCO,CN(C)CCO.NC(=O)CCO,CN(C)CCO.NC(=O)CCCl,CN(C)CCO.NC(=O)CCBr,CNC.NC(=O)CCO,C=O.CNC.NC(=O)CCO,0
2272,CCS(=O)(=O)c1ccc(-c2cc(B3OC(C)(C)C(C)(C)O3)ccc2Cl)c(OC)c1.CCn1cnc2c(Cl)cnnc21,CCS(=O)(=O)c1ccc(-c2cc(Br)ccc2Cl)c(OC)c1.CCn1cnc2c(Br)cnnc21,CCS(=O)(=O)c1ccc(-c2cc(B(O)O)ccc2Cl)c(OC)c1.CCn1cnc2c(Br)cnnc21,CCS(=O)(=O)c1ccc(-c2cc(Br)ccc2Cl)c(OC)c1.CCn1cnc2c(B(O)O)cnnc21,C=C(C)C(=CC=C(C=COC)S(=O)(=O)CC)B(O)O.CCn1cnc2c(Br)cnnc21,C=CC(=CC=CS(=O)(=O)CC)c1cc(Cl)cc2c1C=NN=C1NC=NC12C.CCI,0
2273,CNc1ccccc1CCl.Sc1nc2c([nH]1)CCCC2,CNc1ccccc1CBr.Sc1nc2c([nH]1)CCCC2,CNc1ccccc1CCl.Sc1nc2c([nH]1)CCCC2,CN(C(=O)OC(C)(C)C)c1ccccc1CSc1nc2c([nH]1)CCCC2,CNc1ccc(Cl)cc1CSc1nc2c([nH]1)CCCC2,C=C1CNc2ccccc2CN(C)C=CC=C1CBr.Sc1nc2c([nH]1)CCCC2,2
2274,CC(=O)Oc1ccc2c(c1)OCCO2,COc1ccc2c(c1)OCCO2,O=C1OCCOc2cc(O)ccc21,O=C1COc2ccc(O)cc2O1,O=C1COc2ccc(O)cc2N1,Oc1ccc2c(c1)OCCO2,0
2275,CN1CCNC1=O.Cc1cnc(N2CCN(C(=O)c3cnc(Br)cn3)CC2)c(C)c1,CN1CCNC1=O.Cc1cnc(N2CCN(C(=O)c3cnc(Br)cn3)CC2)c(C)c1,CN1CCNC1=O.Cc1cnc(N2CCN(C(=O)c3cnc(Cl)cn3)CC2)c(C)c1,CI.Cc1cnc(N2CCN(C(=O)c3cnc(N4CCNC4=O)cn3)CC2)c(C)c1,CC=C1C=CCC(N2CCN(C(=O)c3cnc(Br)cn3)CC2C)=N1.CN1CCNC1=O,CCN(CCNC1=NC=CCC=C1C)C(=O)C=CN=C(N)N1CCNC1=O.CI,1
2276,CCCCCCN=C=O.Cc1c[nH]c(=O)n(CC2CC2)c1=O,CCCCCCN=C=O.Cc1c[nH]c(=O)n(CC2CC2)c1=O,BrCC1CC1.CCCCCCNC(=O)n1cc(C)c(=O)[nH]c1=O,CCCCCCN=C=O.O=C1CC=CNC(=O)N1CC1CC1,CC=C1NC(=O)N(CC2CC2)C1=O.CCCCCCN=C=O,CCCCCCN=C=O.O=C1CCNC(=O)N1CC1CC1,1
2277,CC(C)(C)C(=O)OCCl.CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2-c2c(O)c(=O)c2=O)cc1,CC(C)(C)C(=O)OCCl.Cc1cc(C)c2nc3n(c2n1)CC=CC=C(c1cccc2c1C=C(O)C(=O)C2=O)CC3,CC(C)(C)C(=O)OCCl.CCc1nc2c(C)cc(C)nc2n1CC1=CC=C1c1cccc2c1C=C(O)C(=O)C2=O,CC(C)(C)C(=O)OCCl.Cc1cc(C)c2nc3n(c2n1)CC=CC=C(c1cccc2c1C=C(O)C(=O)C2=O)CC3,CC(C)(C)C(=O)OCCl.CCc1nc2c(C)cc(C)nc2n1CC=CC=C(C)c1cccc2c1C=C(O)C(=O)C2=O,CC(C)(C)C(=O)OCCl.Cc1cc(C)c2nc3n(c2n1)CC=CC=C(c1ccccc1-c1c(O)c(=O)c1=O)CC3,0
2278,NCc1ccoc1.S=C(Cl)Cl,NCc1ccoc1.S=C=S,NCc1ccoc1.S=C(Cl)Cl,NCc1ccoc1.O=C(Cl)Cl,N=C=S.NCc1ccoc1,NCc1ccoc1.O=C=S,2
2279,S=C=Nc1cccnc1.c1ccc(-c2nsc(N3CCNCC3)n2)cc1,O=C(Nc1cccnc1)OCC(Cl)(Cl)Cl.c1ccc(-c2nsc(N3CCNCC3)n2)cc1,O=C=Nc1cccnc1.c1ccc(-c2nsc(N3CCNCC3)n2)cc1,S=C=Nc1cccnc1.c1ccc(-c2nsc(N3CCNCC3)n2)cc1,Clc1nc(-c2ccccc2)ns1.S=C(Nc1cccnc1)N1CCNCC1,S=C(Nc1cccnc1)OCC(Cl)(Cl)Cl.c1ccc(-c2nsc(N3CCNCC3)n2)cc1,3
